STATE,NAME,YRDATA,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,TCURELSC,TCURINST,TCURSSVC,TCUROTH,NONELSEC,TCAPOUT
Iowa,PERRY COMMUNITY SCHOOL DISTRICT,2015,23734,2012,14839,6883,23997,20014,13335,5402,1277,249,2096
Iowa,VAN METER COMMUNITY SCHOOL DISTRICT,2015,8627,137,3817,4673,9045,6275,4039,1981,255,0,2084
Iowa,WAUKEE COMMUNITY SCHOOL DISTRICT,2015,110249,2469,52035,55745,114249,79130,50734,22733,5663,354,25420
Iowa,WOODWARD-GRANGER COMMUNITY SCHOOL DISTRICT,2015,13356,701,6475,6180,21045,10315,6775,3228,312,0,9278
Iowa,DAVIS COUNTY COMMUNITY SCHOOL DISTRICT,2015,15190,1160,8100,5930,13612,12526,8031,3974,521,0,436
Iowa,LAMONI COMMUNITY SCHOOL DISTRICT,2015,4738,320,2531,1887,4505,4136,2720,1194,222,0,111
Iowa,CENTRAL DECATUR COMMUNITY SCHOOL DISTRICT,2015,9773,1341,5450,2982,8983,8088,4569,2956,563,9,542
Iowa,MORMON TRAIL COMMUNITY SCHOOL DISTRICT,2015,3449,238,1793,1418,3240,2729,1821,764,144,0,220
Iowa,MAQUOKETA VALLEY COMMUNITY SCHOOL DISTRICT,2015,9671,364,4319,4988,8074,6904,4312,2203,389,0,519
Iowa,WEST DELAWARE COUNTY COMMUNITY SCHOOL DISTRICT,2015,18947,815,10267,7865,17221,14529,9304,4504,721,0,1511
Iowa,EDGEWOOD-COLESBURG COMMUNITY SCHOOL DISTRICT,2015,6613,449,2709,3455,6040,5583,3490,1815,278,0,314
Iowa,BURLINGTON COMMUNITY SCHOOL DISTRICT,2015,59867,4875,38649,16343,52684,44897,28993,14290,1614,39,2328
Iowa,DANVILLE COMMUNITY SCHOOL DISTRICT,2015,7664,245,3366,4053,6897,6146,3858,1682,606,0,249
Iowa,MEDIAPOLIS COMMUNITY SCHOOL DISTRICT,2015,9544,271,4649,4624,11683,8616,5744,2591,281,0,2748
Iowa,WEST BURLINGTON INDEPENDENT SCHOOL DISTRICT,2015,9677,456,3590,5631,8630,7714,5005,2326,383,0,368
Iowa,HARRIS LAKE PARK COMMUNITY SCHOOL DISTRICT,2015,4577,185,1620,2772,6144,3240,1874,1153,213,0,2726
Iowa,OKOBOJI COMMUNITY SCHOOL DISTRICT,2015,12301,486,1980,9835,14040,10381,7107,2882,392,0,2916
Iowa,SPIRIT LAKE COMMUNITY SCHOOL DISTRICT,2015,14828,518,4616,9694,14105,12450,7727,4162,561,0,945
Iowa,DUBUQUE COMMUNITY SCHOOL DISTRICT,2015,142963,8631,81502,52830,148708,129949,85277,40043,4629,0,16195
Iowa,WESTERN DUBUQUE COMMUNITY SCHOOL DISTRICT,2015,43320,1695,21126,20499,38683,33717,21609,10459,1649,0,3824
Iowa,ARMSTRONG-RINGSTED COMMUNITY SCHOOL DISTRICT,2015,7675,391,2681,4603,6975,5369,3558,1617,194,0,811
Iowa,ESTHERVILLE LINCOLN CENTRAL COMMUNITY SCHOOL DISTRICT,2015,18478,969,10000,7509,19323,13690,8993,4039,658,376,4220
Iowa,VALLEY COMMUNITY SCHOOL DISTRICT,2015,6175,270,2737,3168,5959,5303,3657,1435,211,0,229
Iowa,WEST CENTRAL SCHOOL DISTRICT,2015,4404,186,1680,2538,10243,3161,2041,994,126,0,6649
Iowa,OELWEIN COMMUNITY SCHOOL DISTRICT,2015,17363,1556,10700,5107,17441,14357,9126,4490,741,0,2151
Iowa,NORTH FAYETTE COMMUNITY SCHOOL DISTRICT,2015,11992,507,5893,5592,11417,9596,6476,2696,424,0,873
Iowa,TURKEY VALLEY COMMUNITY SCHOOL DISTRICT,2015,5526,265,2237,3024,5743,4750,2957,1577,216,0,612
Iowa,CHARLES CITY COMMUNITY SCHOOL DISTRICT,2015,20530,1251,11206,8073,19524,16998,11140,5036,822,0,1966
Iowa,RUDD-ROCKFORD-MARBLE ROCK COMMUNITY SCHOOL DISTRICT,2015,6089,393,2767,2929,5946,5070,3274,1549,247,0,619
Iowa,CAL COMMUNITY SCHOOL DISTRICT,2015,4157,366,1907,1884,3945,3323,2210,982,131,0,158
Iowa,HAMPTON-DUMONT COMMUNITY SCHOOL DISTRICT,2015,16809,1364,9230,6215,16291,13655,9263,3634,758,0,1776
Iowa,WEST FORK COMMUNITY SCHOOL DISTRICT,2015,9500,295,4213,4992,8755,7350,4775,2271,304,0,824
Iowa,FARRAGUT COMMUNITY SCHOOL DISTRICT,2015,3741,107,1105,2529,2928,2380,1412,896,72,0,91
Iowa,HAMBURG COMMUNITY SCHOOL DISTRICT,2015,3827,213,1628,1986,3257,2638,1700,808,130,0,216
Iowa,SIDNEY COMMUNITY SCHOOL DISTRICT,2015,5744,235,2351,3158,4939,4568,3010,1358,200,0,115
Iowa,FREMONT MILLS COMMUNITY SCHOOL DISTRICT,2015,6123,222,3058,2843,5411,4561,2813,1531,217,0,371
Iowa,PATON-CHURDAN COMMUNITY SCHOOL DISTRICT,2015,3036,122,1206,1708,2545,1966,1269,597,100,0,164
Iowa,GREENE COUNTY COMMUNITY SCHOOL DISTRICT,2015,18234,1080,9713,7441,16681,15033,9703,4680,650,14,566
Iowa,BEAMAN CONRAD-LISCOMB COMMUNITY SCHOOL DISTRICT,2015,8327,345,3800,4182,7923,6332,3768,2246,318,4,1136
Iowa,DIKE-NEW HARTFORD COMMUNITY SCHOOL DISTRICT,2015,10712,399,6196,4117,9703,8525,5589,2560,376,0,568
Iowa,GRUNDY CENTER COMMUNITY SCHOOL DISTRICT,2015,8626,642,4227,3757,7947,6786,4365,2098,323,0,999
Iowa,GUTHRIE CENTER COMMUNITY SCHOOL DISTRICT,2015,6115,292,3283,2540,6119,5439,3481,1681,277,0,295
Iowa,PANORAMA COMMUNITY SCHOOL DISTRICT,2015,10495,373,4341,5781,10735,7934,5033,2518,383,0,2024
Iowa,WEST CENTRAL VALLEY COMMUNITY SCHOOL DISTRICT,2015,12703,556,5930,6217,10947,8961,5728,2808,425,0,282
Iowa,ADAIR-CASEY COMMUNITY SCHOOL DISTRICT,2015,4651,192,2171,2288,3989,3154,1999,995,160,0,503
Iowa,STRATFORD COMMUNITY SCHOOL DISTRICT,2015,2576,86,1069,1421,2190,1703,1115,516,72,142,156
Iowa,WEBSTER CITY COMMUNITY SCHOOL DISTRICT,2015,20414,1309,11233,7872,19761,17698,10957,5933,808,0,1041
Iowa,SOUTH HAMILTON COMMUNITY SCHOOL DISTRICT,2015,9366,270,4181,4915,8784,7641,5084,2146,411,0,498
Iowa,NORTHEAST HAMILTON COMMUNITY SCHOOL DISTRICT,2015,3636,102,970,2564,2659,2027,1175,787,65,0,217
Iowa,WEST HANCOCK SCHOOL DISTRICT,2015,7965,491,3650,3824,7195,6359,4058,2034,267,0,349
Iowa,CORWITH-WESLEY COMMUNITY SCHOOL DISTRICT,2015,1830,65,569,1196,1752,1467,974,454,39,0,59
Iowa,GARNER HAYFIELD COMMUNITY SCHOOL DISTRICT,2015,11655,558,6005,5092,10904,9904,6494,2654,756,5,498
Iowa,AGWSR COMMUNITY SCHOOL DISTRICT,2015,8304,326,3420,4558,11098,6177,4032,1902,243,322,3696
Iowa,ALDEN COMMUNITY SCHOOL DISTRICT,2015,3803,148,1708,1947,3675,2880,1920,820,140,0,436
Iowa,ELDORA-NEW PROVIDENCE COMMUNITY SCHOOL DISTRICT,2015,9961,441,4979,4541,9118,7340,4815,2191,334,79,626
Iowa,HUBBARD-RADCLIFFE COMMUNITY SCHOOL DISTRICT,2015,7458,251,2544,4663,11189,4959,3304,1454,201,0,5048
Iowa,IOWA FALLS COMMUNITY SCHOOL DISTRICT,2015,14810,679,8140,5991,14248,12308,8132,3620,556,20,1633
Iowa,LOGAN-MAGNOLIA COMMUNITY SCHOOL DISTRICT,2015,7596,253,3797,3546,7400,6548,4312,1838,398,0,585
Iowa,MISSOURI VALLEY COMMUNITY SCHOOL DISTRICT,2015,11247,511,5735,5001,10002,7918,5057,2509,352,0,1463
Iowa,WOODBINE COMMUNITY SCHOOL DISTRICT,2015,6619,324,2964,3331,6346,4924,3169,1413,342,0,995
Iowa,BOYER VALLEY SCHOOL DISTRICT,2015,6333,341,2847,3145,5512,5050,3211,1448,391,1,241
Iowa,WEST HARRISON COMMUNITY SCHOOL DISTRICT,2015,5454,321,2266,2867,5287,4249,2490,1577,182,0,613
Iowa,MT PLEASANT COMMUNITY SCHOOL DISTRICT,2015,25823,1422,14837,9564,22708,21308,14656,5781,871,27,446
Iowa,NEW LONDON COMMUNITY SCHOOL DISTRICT,2015,7149,347,4047,2755,6836,5376,3460,1717,199,0,758
Iowa,WACO COMMUNITY SCHOOL DISTRICT,2015,6961,355,3550,3056,7193,5008,3473,1359,176,0,1318
Iowa,WINFIELD-MT UNION COMMUNITY SCHOOL DISTRICT,2015,5218,309,2555,2354,4690,4199,2770,1221,208,0,217
Iowa,HOWARD WINNESHIEK COMMUNITY SCHOOL DISTRICT,2015,17224,1013,8565,7646,16912,14323,8651,4928,744,0,1411
Iowa,RICEVILLE COMMUNITY SCHOOL DISTRICT,2015,4497,252,1510,2735,4344,3275,2001,1117,157,0,835
Iowa,GILMORE CITY BRADGATE COMMUNITY SCHOOL DISTRICT,2015,2056,112,632,1312,1794,978,534,385,59,123,326
Iowa,HUMBOLDT COMMUNITY SCHOOL DISTRICT,2015,17021,822,8574,7625,15737,14156,9455,4178,523,0,797
Iowa,TWIN RIVERS COMMUNITY SCHOOL DISTRICT,2015,2631,121,1068,1442,1927,1245,780,432,33,0,119
Iowa,BATTLE CREEK-IDA GROVE SCHOOL DISTRICT,2015,8573,368,4419,3786,8270,7039,5047,1741,251,0,703
Iowa,GALVA-HOLSTEIN COMMUNITY SCHOOL DISTRICT,2015,7000,195,2769,4036,7408,5179,3487,1466,226,0,1815
Iowa,ENGLISH VALLEYS COMMUNITY SCHOOL DISTRICT,2015,6409,341,3055,3013,6619,5654,3904,1566,184,0,553
Iowa,WILLIAMSBURG COMMUNITY SCHOOL DISTRICT,2015,15932,691,7786,7455,15460,12099,7978,3593,528,0,2575
Iowa,H L V COMMUNITY SCHOOL DISTRICT,2015,4871,186,1939,2746,4533,4115,2515,1393,207,0,105
Iowa,IOWA VALLEY COMMUNITY SCHOOL DISTRICT,2015,7025,389,3835,2801,7240,5507,3731,1521,255,11,1137
Iowa,ANDREW COMMUNITY SCHOOL DISTRICT,2015,3741,157,2018,1566,3480,2369,1448,828,93,0,454
Iowa,BELLEVUE COMMUNITY SCHOOL DISTRICT,2015,8023,388,3721,3914,7248,6439,4015,2168,256,0,491
Iowa,MAQUOKETA COMMUNITY SCHOOL DISTRICT,2015,19309,1128,10213,7968,17357,15474,10391,4451,632,31,828
Iowa,EAST CENTRAL COMMUNITY SCHOOL DISTRICT,2015,8158,318,4640,3200,7999,5365,3475,1715,175,0,1129
Iowa,BAXTER COMMUNITY SCHOOL DISTRICT,2015,5225,188,2577,2460,4701,4281,2599,1494,188,0,270
Iowa,COLFAX-MINGO COMMUNITY SCHOOL DISTRICT,2015,9178,491,5227,3460,8839,7259,4903,2093,263,0,544
Iowa,LYNNVILLE-SULLY COMMUNITY SCHOOL DISTRICT,2015,5821,175,2774,2872,6049,4928,3015,1675,238,0,843
Iowa,PCM COMMUNITY SCHOOL DISTRICT,2015,13149,588,7634,4927,11832,11046,7149,3329,568,0,439
Iowa,NEWTON COMMUNITY SCHOOL DISTRICT,2015,35821,1848,21912,12061,32617,30019,18576,10079,1364,0,1315
Iowa,FAIRFIELD COMMUNITY SCHOOL DISTRICT,2015,23291,1376,10802,11113,30282,18039,11242,6185,612,0,11017
Iowa,IOWA CITY COMMUNITY SCHOOL DISTRICT,2015,175971,9199,83848,82924,189129,140564,93495,41858,5211,624,44102
Iowa,LONE TREE COMMUNITY SCHOOL DISTRICT,2015,5709,244,2689,2776,5298,4619,2899,1525,195,0,452
Iowa,SOLON COMMUNITY SCHOOL DISTRICT,2015,17873,420,8168,9285,16762,13550,8768,4258,524,382,2251
Iowa,CLEAR CREEK-AMANA COMMUNITY SCHOOL DISTRICT,2015,29855,1666,12123,16066,49750,21434,13375,7146,913,416,25045
Iowa,ANAMOSA COMMUNITY SCHOOL DISTRICT,2015,17573,795,8861,7917,27022,12714,7826,4211,677,359,12161
Iowa,MONTICELLO COMMUNITY SCHOOL DISTRICT,2015,14499,639,7169,6691,12086,10996,6944,3502,550,82,568
Iowa,OLIN CONSOLIDATED SCHOOL DISTRICT,2015,3388,132,1677,1579,3183,1781,927,785,69,5,260
Iowa,MIDLAND COMMUNITY SCHOOL DISTRICT,2015,7079,354,3546,3179,6600,5252,3044,1935,273,0,557
Iowa,KEOTA COMMUNITY SCHOOL DISTRICT,2015,4511,163,2137,2211,4532,3289,2236,897,156,0,828
Iowa,SIGOURNEY COMMUNITY SCHOOL DISTRICT,2015,7111,385,3678,3048,6703,5790,3727,1818,245,0,629
Iowa,TRI COUNTY COMMUNITY SCHOOL DISTRICT,2015,3788,181,1817,1790,3278,2706,1779,832,95,0,257
Iowa,PEKIN COMMUNITY SCHOOL DISTRICT,2015,8102,311,3985,3806,8088,7153,4518,2123,512,0,788
Iowa,ALGONA COMMUNITY SCHOOL DISTRICT,2015,19847,647,9029,10171,18776,16034,11334,4086,614,0,1798
Iowa,LUVERNE COMMUNITY SCHOOL DISTRICT,2015,1505,89,313,1103,1414,1203,690,452,61,0,37
Iowa,NORTH KOSSUTH COMMUNITY SCHOOL DISTRICT,2015,5018,269,1452,3297,4953,4064,2757,1149,158,0,240
Iowa,CENTRAL LEE COMMUNITY SCHOOL DISTRICT,2015,11141,411,5379,5351,10985,9675,6631,2720,324,0,861
Iowa,FORT MADISON COMMUNITY SCHOOL DISTRICT,2015,25097,1711,15444,7942,24092,21308,14566,5838,904,202,367
Iowa,KEOKUK COMMUNITY SCHOOL DISTRICT,2015,25890,2054,15744,8092,23114,21004,13753,6455,796,6,521
Iowa,ALBURNETT COMMUNITY SCHOOL DISTRICT,2015,8241,207,3466,4568,7107,5761,3732,1802,227,0,639
Iowa,CEDAR RAPIDS COMMUNITY SCHOOL DISTRICT,2015,241163,14242,125999,100922,229922,188022,115283,65187,7552,4014,23461
Iowa,CENTER POINT-URBANA COMMUNITY SCHOOL DISTRICT,2015,17444,402,9681,7361,18020,14203,9507,4045,651,0,2635
Iowa,CENTRAL CITY COMMUNITY SCHOOL DISTRICT,2015,6700,240,3464,2996,9185,4831,2897,1714,220,299,3092
Iowa,COLLEGE COMMUNITY SCHOOL DISTRICT,2015,68199,2372,30353,35474,68039,56589,36655,16964,2970,1387,6267
Iowa,LISBON COMMUNITY SCHOOL DISTRICT,2015,9551,239,4940,4372,9003,6237,3809,1991,437,708,1025
Iowa,MARION INDEPENDENT SCHOOL DISTRICT,2015,28643,1048,13596,13999,24968,21648,14783,6118,747,0,831
Iowa,LINN MAR COMMUNITY SCHOOL DISTRICT,2015,91187,3148,49350,38689,86877,69827,42900,24116,2811,195,10047
Iowa,MT VERNON COMMUNITY SCHOOL DISTRICT,2015,16144,505,7605,8034,14538,12619,8170,3666,783,0,866
Iowa,SPRINGVILLE COMMUNITY SCHOOL DISTRICT,2015,4891,146,2510,2235,4219,3496,2145,1176,175,4,66
Iowa,NORTH LINN COMMUNITY SCHOOL DISTRICT,2015,9085,207,4754,4124,7173,5914,3763,1876,275,0,355
Iowa,COLUMBUS COMMUNITY SCHOOL DISTRICT,2015,11665,883,6115,4667,10449,8968,5926,2570,472,24,621
Iowa,MORNING SUN COMMUNITY SCHOOL DISTRICT,2015,3042,126,1615,1301,2978,2304,1678,568,58,0,252
Iowa,WAPELLO COMMUNITY SCHOOL DISTRICT,2015,8999,493,4907,3599,8626,7545,4993,2248,304,0,451
Iowa,LOUISA MUSCATINE COMMUNITY SCHOOL DISTRICT,2015,9985,431,5171,4383,8782,8138,5252,2492,394,0,163
Iowa,CHARITON COMMUNITY SCHOOL DISTRICT,2015,15955,1023,9943,4989,15822,13749,8983,4132,634,0,1269
Iowa,CENTRAL LYON COMMUNITY SCHOOL DISTRICT,2015,9260,355,4540,4365,10629,7531,5120,2059,352,0,2602
Iowa,GEORGE-LITTLE ROCK SCHOOL DISTRICT,2015,6189,246,2623,3320,5415,4750,2839,1691,220,0,409
Iowa,WEST LYON COMMUNITY SCHOOL DISTRICT,2015,10113,287,5405,4421,9508,8100,5639,2132,329,0,1193
Iowa,EARLHAM COMMUNITY SCHOOL DISTRICT,2015,8237,269,4580,3388,7018,6205,3907,1945,353,0,269
Iowa,WINTERSET COMMUNITY SCHOOL DISTRICT,2015,23415,853,12898,9664,20184,17430,10918,5815,697,0,1257
Iowa,INTERSTATE 35 COMMUNITY SCHOOL DISTRICT,2015,11356,353,6306,4697,10226,8255,5001,2799,455,0,972
Iowa,OSKALOOSA COMMUNITY SCHOOL DISTRICT,2015,30210,1760,16458,11992,27463,24696,15666,7874,1156,1,1405
Iowa,NORTH MAHASKA COMMUNITY SCHOOL DISTRICT,2015,7067,330,3267,3470,6496,5534,3659,1591,284,0,704
Iowa,TWIN CEDARS COMMUNITY SCHOOL DISTRICT,2015,5008,259,2657,2092,4482,3900,2449,1221,230,0,179
Iowa,MELCHER-DALLAS COMMUNITY SCHOOL DISTRICT,2015,4233,179,2460,1594,3833,3429,2313,963,153,0,245
Iowa,KNOXVILLE COMMUNITY SCHOOL DISTRICT,2015,21549,910,13467,7172,21325,18120,11996,5386,738,90,1870
Iowa,PELLA COMMUNITY SCHOOL DISTRICT,2015,29625,955,14618,14052,41371,22961,15190,6860,911,56,16911
Iowa,PLEASANTVILLE COMMUNITY SCHOOL DISTRICT,2015,8454,300,4703,3451,8389,7439,4921,2148,370,2,165
Iowa,GMG COMMUNITY SCHOOL DISTRICT,2015,6222,254,2184,3784,5242,4763,3065,1458,240,0,89
Iowa,MARSHALLTOWN COMMUNITY SCHOOL DISTRICT,2015,71446,5617,46399,19430,70530,55770,37120,15569,3081,73,9263
Iowa,WEST MARSHALL COMMUNITY SCHOOL DISTRICT,2015,10615,342,5813,4460,9365,8005,4925,2696,384,0,539
Iowa,EAST MARSHALL COMMUNITY SCHOOL DISTRICT,2015,11271,375,4167,6729,10268,8846,5291,3196,359,8,957
Iowa,GLENWOOD COMMUNITY SCHOOL DISTRICT,2015,25456,1165,13423,10868,26786,20990,13366,6552,1072,392,3386
Iowa,EAST MILLS COMMUNITY SCHOOL DISTRICT,2015,7879,269,3020,4590,6113,4801,2945,1649,207,0,268
Iowa,OSAGE COMMUNITY SCHOOL DISTRICT,2015,11382,422,6195,4765,10491,9442,6297,2743,402,0,729
Iowa,ST ANSGAR COMMUNITY SCHOOL DISTRICT,2015,7837,313,3646,3878,8420,6628,4165,2133,330,0,1377
Iowa,MAPLE VALLEY COMMUNITY SCHOOL DISTRICT,2015,9111,540,4234,4337,8973,7446,4626,2382,438,5,675
Iowa,WEST MONONA COMMUNITY SCHOOL DISTRICT,2015,9341,419,4516,4406,8140,6841,4001,2505,335,0,371
Iowa,WHITING COMMUNITY SCHOOL DISTRICT,2015,3111,179,966,1966,2999,2490,1585,779,126,0,157
Iowa,ALBIA COMMUNITY SCHOOL DISTRICT,2015,14389,732,8591,5066,13196,11908,7619,3691,598,0,458
Iowa,RED OAK COMMUNITY SCHOOL DISTRICT,2015,16442,892,8093,7457,14329,12603,7949,4053,601,0,1112
Iowa,STANTON COMMUNITY SCHOOL DISTRICT,2015,3073,93,1353,1627,2498,2118,1323,701,94,0,189
Iowa,VILLISCA COMMUNITY SCHOOL DISTRICT,2015,5280,249,2169,2862,4540,3529,2400,942,187,0,311
Iowa,WILTON COMMUNITY SCHOOL DISTRICT,2015,10529,403,5271,4855,15665,7569,4854,2377,338,176,7412
Iowa,MUSCATINE COMMUNITY SCHOOL DISTRICT,2015,67264,4061,42405,20798,64944,54336,35767,16106,2463,0,9573
Iowa,WEST LIBERTY COMMUNITY SCHOOL DISTRICT,2015,16081,1094,9050,5937,13450,12242,7933,3658,651,1,528
Iowa,HARTLEY-MELVIN-SANBORN COMMUNITY SCHOOL DISTRICT,2015,8673,363,4016,4294,7741,7172,4923,1916,333,0,405
Iowa,SOUTH O'BRIEN COMMUNITY SCHOOL DISTRICT,2015,9211,365,4174,4672,8123,7310,4780,2288,242,0,499
Iowa,SHELDON COMMUNITY SCHOOL DISTRICT,2015,13486,559,7108,5819,13771,10999,6993,3473,533,0,2295
Iowa,SIBLEY-OCHEYEDAN COMMUNITY SCHOOL DISTRICT,2015,9407,447,4902,4058,8705,7591,4641,2542,408,0,895
Iowa,CLARINDA COMMUNITY SCHOOL DISTRICT,2015,11997,834,6188,4975,11182,10577,6739,3314,524,0,489
Iowa,SOUTH PAGE COMMUNITY SCHOOL DISTRICT,2015,2894,148,1374,1372,2619,1982,1239,669,74,3,104
Iowa,ESSEX COMMUNITY SCHOOL DISTRICT,2015,3396,133,1689,1574,2862,2431,1592,717,122,0,118
Iowa,SHENANDOAH COMMUNITY SCHOOL DISTRICT,2015,13235,728,6815,5692,11801,10690,6929,3278,483,0,510
Iowa,EMMETSBURG COMMUNITY SCHOOL DISTRICT,2015,10037,428,4164,5445,9486,7938,5374,2106,458,0,1033
Iowa,GRAETTINGER-TERRIL COMMUNITY SCHOOL DISTRICT,2015,5017,259,1927,2831,5413,4116,2634,1242,240,0,622
Iowa,RUTHVEN-AYRSHIRE COMMUNITY SCHOOL DISTRICT,2015,3405,181,1558,1666,3163,2326,1387,833,106,0,217
Iowa,WEST BEND-MALLARD COMMUNITY SCHOOL DISTRICT,2015,4738,169,1859,2710,4284,3379,1960,1243,176,7,349
Iowa,AKRON-WESTFIELD COMMUNITY SCHOOL DISTRICT,2015,7140,261,3628,3251,6438,5667,3755,1611,301,0,553
Iowa,HINTON COMMUNITY SCHOOL DISTRICT,2015,8914,230,3518,5166,7887,7130,4810,1992,328,0,106
Iowa,KINGSLEY-PIERSON COMMUNITY SCHOOL DISTRICT,2015,6284,282,3040,2962,5405,4642,2999,1451,192,0,314
Iowa,LE MARS COMMUNITY SCHOOL DISTRICT,2015,24507,868,14797,8842,22990,20515,13937,5801,777,0,1565
Iowa,REMSEN-UNION COMMUNITY SCHOOL DISTRICT,2015,5601,204,2167,3230,4890,4209,2804,1213,192,0,205
Iowa,LAURENS-MARATHON COMMUNITY SCHOOL DISTRICT,2015,4452,243,1941,2268,3761,3106,2064,909,133,0,208
Iowa,POCAHONTAS AREA COMMUNITY SCHOOL DISTRICT,2015,11331,500,3761,7070,14067,8086,4838,2667,581,6,5032
Iowa,ANKENY COMMUNITY SCHOOL DISTRICT,2015,129892,3224,66457,60211,123790,99900,64511,31212,4177,174,14639
Iowa,BONDURANT-FARRAR COMMUNITY SCHOOL DISTRICT,2015,21305,718,12092,8495,19898,15920,9703,5329,888,0,2818
Iowa,DES MOINES INDEPENDENT COMMUNITY SCHOOL DISTRICT,2015,462006,49116,273953,138937,472625,395035,246409,131929,16697,4985,51174
Iowa,JOHNSTON COMMUNITY SCHOOL DISTRICT,2015,93105,2805,44379,45921,103240,67047,45304,18916,2827,2557,26703
Iowa,NORTH POLK COMMUNITY SCHOOL DISTRICT,2015,18756,416,10593,7747,15643,13503,8153,4787,563,0,861
Iowa,SOUTHEAST POLK COMMUNITY SCHOOL DISTRICT,2015,94486,3874,51095,39517,80255,68706,41758,23505,3443,0,5103
Iowa,SAYDEL CONSOLIDATED SCHOOL DISTRICT,2015,19662,1850,7038,10774,20749,14884,8872,5181,831,0,4341
Iowa,URBANDALE COMMUNITY SCHOOL DISTRICT,2015,54335,1760,22537,30038,49057,41597,26280,13695,1622,1394,1394
Iowa,WEST DES MOINES COMMUNITY SCHOOL DISTRICT,2015,130731,4272,56675,69784,116319,96329,63972,28399,3958,2804,9614
Iowa,AREA EDUCATION AGENCY 11 HEARTLAND AEA,2015,31069,21602,5962,3505,64666,63620,1999,61621,0,144,902
Iowa,A-H-S-T SCHOOL DISTRICT,2015,8363,340,3516,4507,8122,6305,4190,1851,264,0,827
Iowa,RIVERSIDE COMMUNITY SCHOOL DISTRICT,2015,9727,475,4195,5057,20452,6789,4229,2240,320,55,12259
Iowa,COUNCIL BLUFFS COMMUNITY SCHOOL DISTRICT,2015,125332,9213,73043,43076,124463,104502,69340,31266,3896,0,11881
Iowa,LEWIS CENTRAL COMMUNITY SCHOOL DISTRICT,2015,38720,1532,16138,21050,33368,29991,19878,8416,1697,0,1505
Iowa,TRI CENTER COMMUNITY SCHOOL DISTRICT,2015,9393,229,4471,4693,8084,7096,4298,2486,312,0,193
Iowa,TREYNOR COMMUNITY SCHOOL DISTRICT,2015,8994,224,3436,5334,7713,6600,4003,2213,384,0,310
Iowa,UNDERWOOD COMMUNITY SCHOOL DISTRICT,2015,9690,182,4295,5213,8698,7444,4331,2680,433,0,304
Iowa,WALNUT COMMUNITY SCHOOL DISTRICT,2015,2823,109,609,2105,2197,1551,1053,442,56,0,225
Iowa,GREEN HILLS AREA EDUCATION AGENCY,2015,13072,8914,2692,1466,27140,26593,1759,24834,0,98,449
Iowa,BROOKLYN-GUERNSEY-MALCOM COMMUNITY SCHOOL DISTRICT,2015,7361,324,3533,3504,6931,6051,3797,1943,311,0,660
Iowa,GRINNELL-NEWBURG COMMUNITY SCHOOL DISTRICT,2015,21473,922,10973,9578,19879,17261,10837,5629,795,0,2097
Iowa,MONTEZUMA COMMUNITY SCHOOL DISTRICT,2015,6930,236,3156,3538,8301,5560,3796,1446,318,0,2197
Iowa,DIAGONAL COMMUNITY SCHOOL DISTRICT,2015,2157,136,815,1206,1761,1499,792,493,214,0,29
Iowa,MOUNT AYR COMMUNITY SCHOOL DISTRICT,2015,10145,542,4325,5278,7977,6962,4497,2121,344,0,421
Iowa,ODEBOLT ARTHUR COMMUNITY SCHOOL DISTRICT,2015,5310,224,2043,3043,5058,4111,2858,1109,144,0,585
Iowa,SCHALLER-CRESTLAND COMMUNITY SCHOOL DISTRICT,2015,6649,256,2148,4245,5646,4601,2942,1434,225,96,398
Iowa,EAST SAC COUNTY SCHOOL DISTRICT,2015,11837,539,6174,5124,10755,9668,6235,2914,519,0,664
Iowa,BETTENDORF COMMMUNITY SCHOOL DISTRICT,2015,55838,2702,27637,25499,52053,44912,29333,13906,1673,1,5544
Iowa,DAVENPORT COMMMUNITY SCHOOL DISTRICT,2015,213825,18623,119273,75929,215071,179125,117978,53703,7444,615,31257
Iowa,NORTH SCOTT COMMUNITY SCHOOL DISTRICT,2015,36838,1391,19860,15587,39665,30071,19092,9892,1087,255,8419
Iowa,AREA EDUCATION AGENCY 9 MISSISSIPPI BEND AEA,2015,13597,9376,2681,1540,36621,34599,930,33669,0,506,1321
Iowa,PLEASANT VALLEY COMMUNITY SCHOOL DISTRICT,2015,51545,1214,27046,23285,46390,39563,26264,11805,1494,0,4758
Iowa,HARLAN COMMUNITY SCHOOL DISTRICT,2015,19223,777,9625,8821,19621,16397,10856,4769,772,0,2226
Iowa,ROCK VALLEY COMMUNITY SCHOOL DISTRICT,2015,10399,546,5102,4751,12462,7492,5257,1872,363,0,4794
Iowa,SIOUX CENTER COMMUNITY SCHOOL DISTRICT,2015,15737,687,7975,7075,20448,12363,8696,3170,497,0,7074
Iowa,BOYDEN-HULL COMMUNITY SCHOOL DISTRICT,2015,8289,343,4133,3813,7613,6510,4453,1752,305,0,850
Iowa,MOC-FLOYD VALLEY SCHOOL DISTRICT,2015,16832,768,9060,7004,18723,13962,9430,3887,645,46,3983
Iowa,WEST SIOUX COMMUNITY SCHOOL DISTRICT,2015,10608,844,5857,3907,9834,8174,5448,2274,452,165,739
Iowa,AMES COMMUNITY SCHOOL DISTRICT,2015,65307,2599,23690,39018,81732,48250,33447,13584,1219,6,30137
