STATE,NAME,YRDATA,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,TCURELSC,TCURINST,TCURSSVC,TCUROTH,NONELSEC,TCAPOUT
Michigan,ST CHARLES COMM SCHOOL DIST 1,2015,9405,518,7229,1658,9486,8832,5926,2417,489,95,29
Michigan,SAGINAW INTERMEDIATE SCHOOL DIST,2015,61366,20375,17388,23603,49691,46731,15266,30530,935,1050,1071
Michigan,SWAN VALLEY SCHOOL DIST,2015,17108,161,13401,3546,22306,14235,10035,4200,0,434,6059
Michigan,ALGONAC COMM SCH DIST 1,2015,18773,833,10036,7904,18420,16243,10187,5423,633,533,64
Michigan,CAPAC COMMUNITY SCH DIST,2015,11860,670,8605,2585,17294,10631,6481,3653,497,50,6008
Michigan,MEMPHIS COMMON SCH DIST,2015,18142,566,6803,10773,9072,8046,5308,2451,287,204,96
Michigan,EAST CHINA TOWNSHIP SCHOOL DISTRICT,2015,46572,1304,23272,21996,43925,40938,26770,12965,1203,458,1252
Michigan,MARYSVILLE PUB SCH DIST,2015,27552,532,18889,8131,27662,23997,16040,7365,592,0,247
Michigan,PORT HURON AREA SCH DIST,2015,91739,8279,63736,19724,93007,89312,56312,28780,4220,834,1466
Michigan,YALE PUB SCH DIST 12,2015,20784,861,13974,5949,20406,18974,11975,6249,750,134,659
Michigan,ST CLAIR INTERMEDIATE SCHOOL DIST,2015,43752,6410,11097,26245,29798,29065,7794,20969,302,123,331
Michigan,BURR OAK COMM SCHOOL DIST 437,2015,2611,284,1964,363,2725,2614,1482,966,166,11,52
Michigan,CENTREVILLE PUBLIC SCHOOL DIST,2015,8969,424,6097,2448,10934,7177,4689,2046,442,70,3171
Michigan,COLON COMM SCH DIST 4,2015,7078,491,3940,2647,6345,5578,3638,1662,278,0,8
Michigan,CONSTANTINE PUB SCHOOL DISTRICT 3FR,2015,14773,904,9914,3955,20067,12707,7649,4149,909,2,6430
Michigan,MENDON COMM SCH DIST 7,2015,6853,321,4092,2440,6639,5701,3398,2077,226,1,391
Michigan,STURGIS PUBLIC SCHOOLS,2015,34404,2522,24648,7234,33059,30872,20172,9021,1679,493,585
Michigan,THREE RIVERS COMM SCHOOL DIST,2015,28406,1891,17922,8593,26792,23956,14818,7818,1320,140,659
Michigan,WHITE PIGEON COMM SCHOOL DIST,2015,8846,598,3812,4436,8929,6894,4602,1872,420,1,1921
Michigan,ST JOSEPH INTERMEDIATE SCHOOL DIST,2015,19370,2844,7131,9395,15652,15111,3933,11178,0,0,295
Michigan,NOTTAWA COMM SCH DIST,2015,1265,157,741,367,1153,1134,839,295,0,2,0
Michigan,BROWN CITY SCH DIST,2015,9447,668,7007,1772,8888,8162,4870,2763,529,34,297
Michigan,CARSONVILLE PORT SANILAC COMM SCH DIST,2015,5064,363,3086,1615,4658,4011,2656,1125,230,63,39
Michigan,CROSWELL LEX COMM SCH DIST,2015,22791,1760,15159,5872,23163,19898,12595,6202,1101,89,1780
Michigan,DECKERVILLE COMM SCH DIST,2015,5606,468,3564,1574,6010,5686,3533,1804,349,0,289
Michigan,PECK COMM SCHOOL DIST,2015,3869,235,3038,596,3796,3715,2312,1206,197,0,60
Michigan,MARLETTE COMM SCH DIST,2015,9305,690,6981,1634,9007,8273,5810,2105,358,4,559
Michigan,SANDUSKY COMM SCH DIST,2015,10217,626,7134,2457,9240,8952,5602,2848,502,0,88
Michigan,SANILAC INTERMEDIATE SCHOOL DIST,2015,10099,2042,3028,5029,8412,7475,3291,4169,15,671,180
Michigan,MANISTIQUE AREA SCHOOLS,2015,9609,752,4405,4452,9255,8253,4781,3144,328,218,119
Michigan,BYRON SCHOOL DIST 3,2015,11478,351,7968,3159,11019,10340,5967,3859,514,39,418
Michigan,CORUNNA CITY SCH DIST,2015,19530,1124,14719,3687,19193,18792,11931,5705,1156,217,113
Michigan,DURAND AREA SCH DIST,2015,15255,840,10940,3475,14120,13383,8756,3986,641,5,143
Michigan,MORRICE AREA SCHOOLS,2015,5612,286,4032,1294,5747,5093,3277,1578,238,0,90
Michigan,NEW LOTHROP AREA SCH DIST,2015,8812,274,7133,1405,8603,7801,5039,2395,367,0,289
Michigan,OWOSSO PUBLIC SCH DIST,2015,32804,2530,24203,6071,31120,29504,19593,8272,1639,331,1048
Michigan,PERRY PUBLIC SCH DIST,2015,14011,764,9644,3603,11938,10857,7009,3378,470,145,33
Michigan,LAINGSBURG COMM SCH DIST,2015,11480,243,8581,2656,10639,9628,6106,3147,375,73,348
Michigan,SHIAWASSEE REGIONAL EDUCATION SERVICE DIST,2015,23764,3426,9398,10940,20873,20532,4954,15578,0,183,115
Michigan,AKRON-FAIRGROVE SCH DIST,2015,3904,453,1598,1853,3479,2817,1733,953,131,7,421
Michigan,CARO COMM SCH DIST 3,2015,17622,1111,13091,3420,16678,15628,10140,4688,800,118,210
Michigan,CASS CITY SCH DIST 5,2015,10802,787,7739,2276,10480,9634,6413,2700,521,161,96
Michigan,KINGSTON COMM SCH DIST 4,2015,6538,533,4863,1142,6303,5621,3394,1836,391,126,198
Michigan,MAYVILLE COMM DIST 10,2015,7165,588,4821,1756,7541,6738,4279,2116,343,7,95
Michigan,MILLINGTON COMM SCH DIST,2015,12507,683,9859,1965,11721,10835,6881,3337,617,78,141
Michigan,REESE PUBLIC SCH DIST 7,2015,8824,625,5757,2442,8392,7687,4901,2388,398,37,144
Michigan,SEBEWAING-UNIONVILLE COMM SCHOOL DIST,2015,8457,421,5067,2969,9486,6814,4068,2382,364,0,1966
Michigan,VASSAR PUBLIC SCHOOLS,2015,13208,1125,10350,1733,13146,12226,8615,3033,578,31,249
Michigan,TUSCOLA INTERMEDIATE SCHOOL DIST,2015,29689,3552,12331,13806,24389,22061,8030,13915,116,606,1073
Michigan,BANGOR PUBLIC SCHOOL DIST,2015,13377,1678,8961,2738,12925,12302,7201,4380,721,69,53
Michigan,BANGOR TWP WOOD SCH DIST 8,2015,238,0,200,38,200,200,172,28,0,0,0
Michigan,BLOOMINGDALE PUBLIC SCH DIST,2015,12868,1136,8771,2961,12502,11634,7343,3539,752,0,256
Michigan,COVERT SCH DIST 18,2015,8002,1062,384,6556,6343,5579,2523,2740,316,140,237
Michigan,DECATUR PUB SCH DIST 19,2015,9715,1352,6242,2121,8781,8194,4922,2775,497,8,33
Michigan,GOBLES PUBLIC SCH DIST 20,2015,9182,416,6191,2575,10487,7574,4606,2616,352,232,2332
Michigan,HARTFORD PUB SCH DIST 22,2015,13783,1395,10717,1671,13874,13302,8175,4392,735,191,322
Michigan,LAWRENCE PUB SCH DIST 24,2015,6970,430,4386,2154,6839,6302,4066,1962,274,0,309
Michigan,LAWTON COMM SCH DIST 25,2015,11927,552,8209,3166,12041,9108,5470,3062,576,0,211
Michigan,MATTAWAN CONS SCH DIST 26,2015,35860,669,28837,6354,35130,32452,20502,10667,1283,10,1829
Michigan,PAW PAW PUB SCH DIST 27,2015,23602,928,15754,6920,22851,18909,12262,5744,903,202,1738
Michigan,SOUTH HAVEN PUB SCH DIST,2015,24748,2131,10360,12257,22808,20614,13075,6189,1350,50,658
Michigan,VAN BUREN INTERMEDIATE SCHOOL DIST,2015,44067,6613,13615,23839,43509,41348,15603,25624,121,229,1550
Michigan,ANN ARBOR CITY SCH DIST 1,2015,243584,4366,100712,138506,238494,197956,122872,71621,3463,5726,20412
Michigan,CHELSEA SCH DIST 1,2015,32698,306,17753,14639,29816,25867,14746,10281,840,515,1385
Michigan,DEXTER COMM SCH DIST,2015,48422,506,26779,21137,45563,36780,21058,14022,1700,1738,2608
Michigan,LINCOLN CONS SCH DIST,2015,51396,2477,31313,17606,53100,44634,27800,15702,1132,246,952
Michigan,MANCHESTER PUBLIC SCHOOL DIST,2015,15055,559,8288,6208,14336,12047,6932,4740,375,330,260
Michigan,MILAN AREA SCH DIST,2015,28727,2068,17588,9071,27507,21193,11170,9296,727,844,404
Michigan,SALINE AREA SCH DIST,2015,72008,475,39218,32315,63747,56133,35190,19460,1483,3154,1267
Michigan,WHITMORE LAKE PUBLIC SCHOOL DIST,2015,13145,510,6356,6279,12507,10192,5510,4246,436,223,104
Michigan,YPSILANTI CITY SCH DIST,2015,61682,7096,29164,25422,60095,47307,25984,19102,2221,501,514
Michigan,WASHTENAW INTERMEDIATE SCH DIST,2015,106157,15071,18512,72574,43444,39881,13966,25708,207,664,1379
Michigan,ALLEN PARK PUB SCH DIST,2015,37468,867,28899,7702,37900,34655,23288,10151,1216,311,384
Michigan,FLAT ROCK COMM SCHOOLS,2015,22517,845,14848,6824,19045,17377,10244,6560,573,46,96
Michigan,DEARBORN PUB SCH DIST,2015,245774,18962,150242,76570,268052,217928,134164,76850,6914,2100,38476
Michigan,DEARBORN HEIGHTS SCHOOL DIST 7,2015,25673,2190,20630,2853,25142,23769,14831,7571,1367,424,630
Michigan,CRESTWOOD SCH DIST,2015,37262,2549,29978,4735,38084,37280,25158,10461,1661,217,360
Michigan,DETROIT PUBLIC SCHOOL DISTRICT,2015,843394,221105,420070,202219,816696,691708,334274,316565,40869,5434,6472
Michigan,ECORSE PUBLIC SCHOOLS,2015,16992,5396,8106,3490,14761,13502,5425,7239,838,45,3
Michigan,SOUTHGATE COMM SCH DIST,2015,51618,1660,33576,16382,47292,42847,27052,14583,1212,2501,671
Michigan,MELVINDALE N ALLEN PK SCH DIST,2015,28329,2180,21461,4688,27741,27019,16643,8911,1465,32,183
Michigan,GARDEN CITY SCH DIST,2015,57686,3247,36353,18086,60146,56392,36424,18559,1409,505,1828
Michigan,GIBRALTAR SCH DIST,2015,38496,1755,26563,10178,37188,33362,21013,11265,1084,5,402
Michigan,GROSSE ILE TWP SCH DIST,2015,22629,547,15423,6659,22208,20044,12966,6467,611,2,1082
Michigan,GROSSE POINTE SCH DIST,2015,107156,1227,67332,38597,104237,96872,62832,32737,1303,2119,3242
Michigan,HAMTRAMCK PUB SCH DIST,2015,33968,7015,22830,4123,31350,29239,17307,10190,1742,1195,787
Michigan,HARPER WOODS CITY SCHOOL DIST,2015,20737,2284,15334,3119,20147,18787,11731,5889,1167,126,171
Michigan,HURON SCH DIST,2015,27945,1001,19722,7222,27700,24145,15764,7711,670,23,311
Michigan,INKSTER PUBLIC SCHOOLS,2015,2477,0,17,2460,1618,1196,0,1196,0,0,0
Michigan,LINCOLN PARK CITY SCH DIST,2015,61253,6084,39488,15681,57962,54906,33814,18539,2553,150,1705
Michigan,LIVONIA PUB SCH DISTRICT,2015,189786,3990,118932,66864,208208,166529,102648,60189,3692,4391,32552
Michigan,NORTHVILLE PUBLIC SCHOOL DIST,2015,96412,624,61161,34627,87960,78372,52050,24219,2103,2556,4588
Michigan,PLYMOUTH-CANTON COMM SCH DIST,2015,190639,3792,122568,64279,215099,165959,102344,58213,5402,5420,34086
Michigan,REDFORD UNION SCH DIST,2015,41530,2442,24753,14335,39268,37073,22815,13140,1118,46,461
Michigan,RIVER ROUGE CITY SCHOOL DIST,2015,23572,4599,10549,8424,20090,17689,8732,7936,1021,256,181
Michigan,RIVERVIEW COMM SCH DIST,2015,27360,649,22403,4308,27309,25406,16307,8298,801,517,860
Michigan,ROMULUS COMMUNITY SCHS,2015,40925,3759,19430,17736,41817,32256,18439,12154,1663,145,3284
Michigan,SOUTH REDFORD SCH DIST,2015,38505,1691,26552,10262,35831,32962,19303,12481,1178,272,1289
Michigan,TRENTON PUB SCH DIST,2015,32484,710,19980,11794,32062,30071,18195,11289,587,120,333
Michigan,VAN BUREN PUB SCH DIST,2015,55589,4019,33368,18202,53410,46312,27528,17374,1410,24,2586
Michigan,WAYNE WESTLAND COMM SCH DIST,2015,142543,11840,87642,43061,139199,132704,73885,53228,5591,1236,3505
Michigan,WYANDOTTE CITY SCH DIST,2015,65450,3548,36735,25167,78725,60685,34927,24033,1725,319,17301
Michigan,WAYNE INTERMEDIATE SCHOOL DIST,2015,339150,77653,102409,159088,44717,41916,1258,40658,0,309,1801
Michigan,TAYLOR PUB SCHOOL DIST,2015,84121,7566,59814,16741,80939,78898,45708,30118,3072,217,565
Michigan,WESTWOOD COMM SCHOOL DIST,2015,25528,3717,18402,3409,23459,23017,13194,8712,1111,12,143
Michigan,WOODHAVEN SCHOOL DIST,2015,56911,1929,35946,19036,54262,50478,31222,17617,1639,16,1552
Michigan,CADILLAC AREA PUBLIC SCHOOLS,2015,31786,2241,20534,9011,30377,29256,18961,8794,1501,372,171
Michigan,MANTON CONS SCH DIST 5,2015,9731,718,7057,1956,11273,8327,5023,2768,536,40,2515
Michigan,MESICK CONS SCH DIST 6,2015,6996,614,4238,2144,6575,6462,4028,2042,392,2,43
Michigan,WEXFORD MISSAUKEE INTERMEDIATE SCHOOL DIST,2015,26598,2768,10984,12846,25518,22114,6355,15759,0,12,414
Minnesota,AITKIN IND SCH DIST 1,2015,15023,669,10648,3706,15147,12259,7644,3929,686,363,2246
Minnesota,HILL CITY IND SCH DIST 2,2015,4336,263,3323,750,4084,3645,2285,1204,156,140,172
Minnesota,MCGREGOR IND SCH DIST 4,2015,7167,519,4592,2056,6729,5105,3069,1716,320,225,1128
Minnesota,ANOKA-HENNEPIN JT SCH DIST 11,2015,508155,20776,359051,128328,499882,425118,281147,124892,19079,20119,48272
Minnesota,CENTENNIAL SCH DIST 12,2015,86731,2662,59952,24117,85550,72312,48309,20963,3040,3048,6867
Minnesota,COLUMBIA HGHTS SCH DIST,2015,49932,3428,36459,10045,52187,41990,27630,12331,2029,1525,5109
Minnesota,FRIDLEY SCH DIST 14,2015,45995,2752,32635,10608,42880,35983,22547,11732,1704,2636,1913
Minnesota,ST FRANCIS IND SCH DISTRICT 15,2015,61512,2215,43494,15803,56042,50775,33479,14944,2352,1917,1683
Minnesota,SPRING LAKE PARK IND SCH DIST 16,2015,74416,2914,46970,24532,67169,53203,31940,18435,2828,3079,5067
Minnesota,NORTH WEST SUBURBAN INTEGRATION DISTRICT,2015,1120,0,0,1120,1179,923,75,848,0,0,1
Minnesota,DETROIT LAKES IND SCH DIST 22,2015,35421,2119,27234,6068,33481,30681,20267,8934,1480,814,1891
Minnesota,FRAZEE IND SCH DIST 23,2015,11582,832,8336,2414,10290,9431,5787,3145,499,274,350
Minnesota,LAKE PARK - AUDUBON DISTRICT,2015,9983,1104,5564,3315,9049,7016,4196,2368,452,300,841
Minnesota,LAKE AGASSIZ SPEC ED COOP 397,2015,1507,617,658,232,1529,1503,1492,11,0,0,5
Minnesota,BEMIDJI SCH DIST 31,2015,67639,5644,49514,12481,67121,60200,39567,17441,3192,2133,3761
Minnesota,BLACKDUCK IND SCH DIST 32,2015,8683,531,6856,1296,11672,7610,4668,2537,405,111,2910
Minnesota,KELLIHER SCH DIST 36 JT,2015,5382,937,3721,724,5136,4437,2665,1538,234,95,320
Minnesota,RED LAKE SCH DIST 38 JT,2015,32675,13256,18818,601,31205,28410,17946,9287,1177,567,1758
Minnesota,BEMIDJI INTERDIST COUNCIL 998,2015,8494,1971,396,6127,8842,8443,8443,0,0,0,37
Minnesota,NORTH COUNTRY VOC CENTER 919,2015,187,161,0,26,183,183,158,25,0,0,0
Minnesota,FOLEY SCH DIST 51,2015,22340,764,15982,5594,20189,17482,11549,4875,1058,456,745
Minnesota,SAUK RAPIDS SCH DIST 47,2015,50547,1718,36755,12074,44606,37444,22855,12487,2102,1119,3106
Minnesota,ORTONVILLE BELLINGHAM PUBLIC SCHOOL DISTRICT 903,2015,7508,373,5006,2129,7220,6286,4052,1882,352,123,541
Minnesota,CLINTON-GRACEVILLE-BEARDSLEY SCHOOL DISTRICT,2015,4461,156,3420,885,4797,4142,2630,1308,204,85,371
Minnesota,MANKATO IND SCH DIST 77,2015,102108,5314,69097,27697,110359,81345,57135,20371,3839,5493,18664
Minnesota,ST CLAIR IND SCH DIST 75,2015,7573,253,5459,1861,7442,6293,3580,2321,392,189,632
Minnesota,LAKE CRYSTAL-WELCOME AREA SCHOOL DIST,2015,12273,267,7174,4832,11988,8306,4763,3101,442,418,1776
Minnesota,MAPLE RIVER ISD 2135,2015,12708,509,9404,2795,12311,11287,6592,4136,559,398,302
Minnesota,SOUTH CENTRAL SERVICE COOPERATIVE,2015,8404,745,352,7307,7481,6744,1288,5456,0,0,737
Minnesota,COMFREY SCH DIST 81,2015,2282,115,1516,651,2306,2061,1406,530,125,109,70
Minnesota,NEW ULM SCH DIST 88,2015,26669,835,17855,7979,28492,20624,13516,6362,746,826,6023
Minnesota,SLEEPY EYE SCH DIST 84,2015,7193,490,5172,1531,6893,6021,3856,1808,357,296,194
Minnesota,SPRINGFIELD SCH DIST 85,2015,6700,329,5322,1049,6981,6114,3778,1964,372,134,511
Minnesota,BARNUM SCH DIST 91,2015,8886,419,7054,1413,9221,7780,5115,2231,434,286,893
Minnesota,CARLTON IND SCH DIST 93,2015,6207,429,4198,1580,5753,5177,3149,1796,232,152,197
Minnesota,CLOQUET SCH DIST 94,2015,33622,1893,24386,7343,32791,27538,19317,7173,1048,1772,1281
Minnesota,CROMWELL IND CONS SCH DIST 95,2015,4787,311,3374,1102,4719,3463,1960,1320,183,82,877
Minnesota,MOOSE LAKE SCH DIST 97,2015,7662,402,5723,1537,8763,6765,4396,2109,260,303,1441
Minnesota,ESKO SCH DIST 99,2015,12525,335,9334,2856,11552,10150,7278,2489,383,355,717
Minnesota,WRENSHALL SCH DIST 100,2015,4305,233,2929,1143,4091,3607,2313,1141,153,112,206
Minnesota,CHASKA SCH DIST 112,2015,135091,3516,80101,51474,126955,99402,61790,32816,4796,7379,9805
Minnesota,NORWOOD YOUNG AMERICA SCHOOL DIST 108,2015,12143,501,7996,3646,14450,9825,6325,3037,463,853,3385
Minnesota,WACONIA SCH DIST 110,2015,46626,824,30991,14811,51335,36092,23326,10967,1799,2524,9649
Minnesota,WATERTOWN MAYER SCH DIST 111,2015,22437,688,14232,7517,19903,15790,10007,5020,763,1199,571
Minnesota,CASS LAKE IND SCHOOL DIST 115,2015,22404,5987,13479,2938,22409,18052,10723,6464,865,452,1301
Minnesota,PILLAGER IND SCH DIST 116,2015,11352,512,8248,2592,12350,9780,6493,2716,571,279,420
Minnesota,REMER IND SCH DIST 118,2015,6459,749,4352,1358,6430,5605,3465,1906,234,208,392
Minnesota,WALKER-AKELEY SCHOOL DIST 113,2015,10711,1176,6435,3100,10249,8885,5545,2894,446,221,604
Minnesota,PINE RIVER-BACKUS ISD 2174,2015,10671,818,8106,1747,10779,9092,5875,2654,563,232,1065
Minnesota,QUAD COUNTY TELECOMM PROJECT,2015,5415,759,176,4480,5401,4289,1038,3170,81,134,741
Minnesota,M.A.C.C.R.A.Y. SCHOOL DISTRICT 2180,2015,10045,446,6367,3232,9199,8169,4909,2843,417,182,486
Minnesota,MONTEVIDEO SCH DIST 129,2015,18086,792,13376,3918,19608,14365,9242,4282,841,533,2924
Minnesota,MINN RIVER VALLEY ED DIST 6018,2015,2931,525,536,1870,3219,2384,1208,1176,0,205,25
Minnesota,NORTH BRANCH IND SCHOOL DIST 138,2015,38039,905,27655,9479,36104,30893,18550,10836,1507,1203,1462
Minnesota,RUSH CITY IND SCH DISTRICT 139,2015,10442,307,7268,2867,9886,7979,5076,2520,383,413,786
Minnesota,CHISAGO LAKES ISD 2144,2015,40690,817,28964,10909,40006,34867,22698,10457,1712,1500,1726
Minnesota,ST CROIX RIVER EDUCATION DIST,2015,5439,1702,14,3723,5943,5239,4788,451,0,278,218
Minnesota,FRANCONIA COMM SCH DIST 323,2015,259,0,197,62,220,220,199,21,0,0,0
Minnesota,BARNESVILLE IND SCHOOL DIST 146,2015,8976,284,7038,1654,9459,8241,5319,2490,432,222,758
Minnesota,DILWORTH-GLYDON-FELTON SCH DIST 2164,2015,17157,719,13481,2957,16301,14263,9121,4369,773,344,1056
Minnesota,HAWLEY SCH DIST 150,2015,11034,297,8052,2685,19373,8709,5918,2325,466,375,9664
Minnesota,MOORHEAD SCH DIST 152,2015,76276,4412,57175,14689,72963,61811,42662,16392,2757,1468,7565
Minnesota,ULEN-HITTERDAL IND SCH #914 DIST,2015,4638,185,2985,1468,4051,3384,2097,1082,205,159,221
Minnesota,REGIONAL MANAGEMENT INFORMATION CENTER 1,2015,0,0,0,0,1625,1625,0,0,1625,0,0
Minnesota,BAGLEY SCH DISTRICT 162,2015,12871,928,9993,1950,22387,11013,6827,3603,583,238,9377
Minnesota,CLEARBROOK-GONVICK SCHOOL DISTRICT,2015,6238,361,4198,1679,5644,4846,2901,1644,301,162,138
Minnesota,COOK CO SCH DIST,2015,8174,468,4462,3244,7617,5755,3650,1916,189,242,1302
Minnesota,MOUNTAIN LAKE IND SCHOOL DIST 173,2015,7003,452,4974,1577,7066,6158,3772,2018,368,318,284
Minnesota,WESTBROOK WALNUT GROVE SCH DIST 2898,2015,5747,370,4277,1100,6079,5398,3415,1699,284,156,380
Minnesota,WINDOM SCH DIST 177,2015,14930,746,9930,4254,13606,11518,7444,3475,599,256,760
Minnesota,BRAINERD IND SCH DIST 181,2015,90826,5991,61155,23680,86621,74231,51127,19644,3460,2363,6508
Minnesota,CROSBY IRONTON IND SCHOOL DIST 182,2015,16676,760,9665,6251,14738,11774,7298,3859,617,277,1717
Minnesota,PEQUOT LAKES SCH DIST 186,2015,18856,581,12329,5946,19704,15654,10003,4890,761,539,1152
Minnesota,BURNSVILLE SCH DIST 191,2015,140396,7343,91607,41446,142470,121021,78537,37505,4979,6054,10143
Minnesota,FARMINGTON SCH DIST 192,2015,93770,2290,65949,25531,85344,66292,43170,20074,3048,4552,3202
Minnesota,HASTINGS IND SCH DIST 200,2015,59691,2218,37975,19498,56674,49629,33119,14324,2186,2183,2422
Minnesota,LAKEVILLE SCH DIST 194,2015,141449,3744,91108,46597,129384,108804,72350,31491,4963,5793,7048
Minnesota,RANDOLPH SCH DIST 195,2015,6924,381,4897,1646,7183,6073,4260,1443,370,342,493
Minnesota,ROSEMOUNT SCH DIST 196,2015,360384,12242,247270,100872,352657,313348,222651,79187,11510,7776,26426
Minnesota,SOUTH ST PAUL DIST 6,2015,47554,2379,33168,12007,60981,39184,26340,11078,1766,2527,17384
Minnesota,WEST ST PAUL IND SCHOOL DIST 197,2015,76551,3586,45268,27697,67458,58246,38781,16897,2568,3557,3189
Minnesota,INTERMEDIATE SCH DIST 917,2015,26539,214,17927,8398,26746,25442,21668,3662,112,0,871
Minnesota,INVER GROVE INDEPENDENT SCHOOL DIST 199,2015,51025,2392,32475,16158,64063,39596,24890,12884,1822,2165,17868
Minnesota,TRITON PUBLIC SCHOOL DIST 2125,2015,13075,547,9907,2621,14361,11141,7535,2976,630,455,1885
Minnesota,HAYFIELD IND SCH DIST 203,2015,8926,285,6535,2106,8532,7930,4987,2544,399,164,239
Minnesota,KASSON-MANTORVILLE IND SCHOOL DIST 104,2015,23339,506,17133,5700,32560,18923,12340,5678,905,840,10293
Minnesota,WASIOJA EDUCATION TECH. COOP.,2015,439,0,134,305,513,300,0,300,0,0,50
Minnesota,ALEXANDRIA SCH DIST 206,2015,56048,2878,34827,18343,58084,40507,27100,10735,2672,1988,9689
Minnesota,BRANDON-EVANSVILLE PUBLIC SCHOOLS,2015,5285,317,3869,1099,5464,4339,2836,1234,269,151,640
Minnesota,OSAKIS SCH DIST 213,2015,9842,427,7315,2100,9335,7886,5264,2200,422,260,435
Minnesota,RUNESTONE EDUC DISTRICT,2015,2680,62,148,2470,3311,2484,2224,260,0,0,698
Minnesota,UNITED SOUTH CENTRAL SCHOOL DT,2015,11337,513,6515,4309,14191,8148,5422,2280,446,159,4948
Minnesota,BLUE EARTH AREA PUBLIC SCHOOL,2015,14752,687,10752,3313,15740,13022,7745,4584,693,967,1377
Minnesota,SOUTHERN MINNESOTA SPECIAL SERVS COOP 870,2015,743,546,0,197,802,736,736,0,0,0,4
Minnesota,LANESBORO SCH DIST 229,2015,4299,203,3008,1088,4543,3604,2431,954,219,457,256
Minnesota,MABEL-CANTON IND SCHOOL DIST 238,2015,3463,242,2126,1095,3233,2969,1775,1038,156,64,94
Minnesota,RUSHFORD-PETERSON SCHOOL DIST,2015,8232,359,6241,1632,9589,7325,4808,2113,404,306,1816
Minnesota,KINGSLAND ISD 2137,2015,8184,460,5252,2472,7498,6293,3801,2138,354,275,300
Minnesota,FILLMORE CENTRAL SCHOOL DISTRICT,2015,8638,585,5273,2780,10452,5945,3573,1961,411,539,3718
Minnesota,ALBERT LEA IND SCHOOL DIST 241,2015,47932,2676,35144,10112,50093,41183,28007,11467,1709,1027,6257
Minnesota,ALDEN IND SCH DIST 242,2015,6092,161,4485,1446,5428,5014,3349,1425,240,71,269
Minnesota,GLENVILLE-EMMONS ISD 2886,2015,3808,148,2941,719,3847,3496,2311,1036,149,42,143
Minnesota,CANNON FALLS SCHOOL DIST 252,2015,14592,350,9385,4857,13950,11229,6923,3631,675,704,837
Minnesota,GOODHUE SCH DIST 253,2015,7047,160,5131,1756,7262,6209,4045,1817,347,132,458
Minnesota,KENYON-WANAMINGO SCHOOL DISTRICT 2172,2015,10792,311,7163,3318,10435,8477,4899,3104,474,480,398
Minnesota,PINE ISLAND SCH DIST 255,2015,13532,333,9966,3233,29881,10499,6892,3140,467,645,18319
Minnesota,RED WING SCH DIST 256,2015,36163,1253,23198,11712,37536,32090,20566,10150,1374,1947,2385
Minnesota,ZUMBROTA-MAZEPPA SCH DISTRICT 2805,2015,14074,326,9265,4483,14300,11214,7202,3461,551,839,659
Minnesota,GOODHUE CO EDUC DISTRICT,2015,9001,1587,2548,4866,21096,8766,6878,1888,0,0,10678
Minnesota,ASHBY SCH DIST 261,2015,3454,113,2221,1120,2979,2474,1527,767,180,122,177
Minnesota,HERMAN NORCROSS SCH DIST 264,2015,1822,73,1300,449,1821,1600,846,677,77,53,77
Minnesota,WEST CENTRAL AREA SCHOOL DISTRICT,2015,9060,331,6403,2326,8563,7826,4558,2869,399,207,308
Minnesota,BLOOMINGTON SCH DIST 271,2015,166941,6520,97995,62426,180211,134174,92348,36823,5003,12089,27312
Minnesota,BROOKLYN CENTER SCH DIST 286,2015,35776,2632,26291,6853,33338,29220,18002,9867,1351,1147,1230
Minnesota,EDEN PRAIRIE SCHOOL DISTRICT 272,2015,129673,3803,74138,51732,127690,106361,68857,32697,4807,4053,12738
Minnesota,EDINA SCH DIST 273,2015,121994,1910,69032,51052,121708,92046,63095,26175,2776,6881,18781
Minnesota,HOPKINS SCH DIST 270,2015,126928,4630,61936,60362,133606,86865,56904,25633,4328,9787,28417
Minnesota,MINNEAPOLIS SPECIAL SCHOOL DISTRICT 1,2015,680834,56906,416276,207652,738252,575492,374004,182900,18588,24105,117753
Minnesota,MINNETONKA SCH DIST 276,2015,135383,2449,77680,55254,144674,107288,74970,27302,5016,9298,22530
Minnesota,WESTONKA SCH DIST 277,2015,32747,1100,17332,14315,40621,25379,16632,7542,1205,2535,11228
Minnesota,ORONO SCH DIST 278,2015,41054,919,21633,18502,38575,31261,20054,9789,1418,3017,1994
Minnesota,OSSEO INDEPENDENT SCH DIST 279,2015,309576,14023,193879,101674,307559,249423,170411,67780,11232,14596,32406
Minnesota,RICHFIELD SCH DIST 280,2015,68363,4059,43492,20812,63925,56118,37852,15927,2339,1319,3446
Minnesota,ROBBINSDALE SCH DIST 281,2015,193146,10035,116725,66386,189244,154865,100588,47320,6957,8184,17015
Minnesota,ST ANTHNY NEW BRIGHTON SCHOOL DISTRICT 282,2015,22300,663,14182,7455,22552,18609,12108,5701,800,1211,1443
Minnesota,ST LOUIS PARK IND SCHOOL DIST 283,2015,74529,3648,38913,31968,73965,55086,36811,16324,1951,6341,9851
Minnesota,WAYZATA SCH DIST 284,2015,153308,3850,84197,65261,179179,122496,78328,38593,5575,7540,40324
Minnesota,WEST METRO EDUCATION DISTRICT,2015,13233,979,2459,9795,13923,12968,7399,5145,424,497,138
